run,obs_mode,qa_yield_mean,total_reward_mean,rna_full_mean,integrity_mean,total_ntp_fed_mean,total_mg_fed_mean,ppi_mean,mg_ppi_mean,stop_time_mean,enzyme_mean,enzyme_std,integrity_std,method,mg_ppi_std,ph_mean,ph_std,policy,ppi_std,qa_yield_std,rna_full_std,rna_trunc_mean,rna_trunc_std,stop_time_std,total_mg_fed_std,total_ntp_fed_std,total_reward_std
cheap_pat_seed_0,cheap_pat,0.8749835906803608,5.288174502968788,1.1163722041666508,0.8972593670606613,7.679994583129883,0.4897919420182705,0.6055868317216635,0.0224023821113571,64.0,0.3584072548270225,0.1861042929126653,0.0324498139973378,ppo,0.0375254568640071,7.448147643280029,0.1161176271922171,discrete_mlp_ppo,0.1803668425605075,0.2497029540323901,0.3527736870066401,0.1292977916464209,0.0621021811171864,0.0,0.080352030112327,0.0,1.8522813393069817
cheap_pat_seed_2,cheap_pat,0.8105532678484917,4.788741639685631,1.167654302072525,0.8987064428687096,4.786539547920227,1.9919554333209992,0.3987818529486656,0.2549492841897794,64.0,0.3584072548270225,0.1861042929126653,0.0323378114097789,ppo,0.177332553101592,7.4523736506462095,0.1168446447008984,discrete_mlp_ppo,0.1243851340824775,0.1983244302379191,0.3862202612882974,0.1328244146671146,0.0649668472253845,0.0,1.3542057663002476,0.6823985696328586,1.8236460503154384
cheap_pat_seed_4,cheap_pat,0.6457972116529942,4.621270316410064,0.7861334589034319,0.9005144350290298,0.0,0.0,0.4488575636744499,0.0,64.0,0.3584072548270225,0.1861042929126653,0.0322185818876925,ppo,0.0,7.461561326313019,0.1162082345533462,discrete_mlp_ppo,0.117674310588322,0.1705341411139066,0.2166479065634533,0.0875899284837767,0.0396817181267571,0.0,0.0,0.0,1.2388181672090235
cheap_pat_seed_1,cheap_pat,0.6457972116529942,4.621270316410064,0.7861334589034319,0.9005144350290298,0.0,0.0,0.4488575636744499,0.0,64.0,0.3584072548270225,0.1861042929126653,0.0322185818876925,ppo,0.0,7.461561326313019,0.1162082345533462,discrete_mlp_ppo,0.117674310588322,0.1705341411139066,0.2166479065634533,0.0875899284837767,0.0396817181267571,0.0,0.0,0.0,1.2388181672090235
cheap_pat_seed_3,cheap_pat,0.763677915918827,4.5771181480646135,0.9452077911257744,0.8988610996723175,6.743995475769043,0.0080479998201131,0.535304668879509,0.0,64.0,0.3584072548270225,0.1861042929126653,0.0323372949415307,ppo,0.0,7.454439072322845,0.1161176869727627,discrete_mlp_ppo,0.1471475781047933,0.2056992516655119,0.2707621360281664,0.1074433434717357,0.049515982026737,0.0,0.0160374912230516,0.198117781335342,1.5028912831408363
delayed_atline_seed_1,delayed_atline,0.8811803724765778,5.647206532239914,1.1294937377154828,0.8971795338630676,4.676035566580295,0.5655720336735248,0.605436276346445,0.0296412590755827,64.0,0.3584072548270225,0.1861042929126653,0.0324516638430897,ppo,0.0414899773452742,7.447725358200073,0.1161217300331239,discrete_mlp_ppo,0.1810712059615428,0.2504489969408713,0.3556743610665863,0.130908390950784,0.0627055957590913,0.0,0.1648570183497878,1.1109928889659806,1.985307047111038
delayed_atline_seed_2,delayed_atline,0.8745320624411106,5.57982354003191,1.128373241972923,0.8973149622321129,4.667222791409492,0.5975800426259636,0.5901581115752459,0.0441723271817518,64.0,0.3584072548270225,0.1861042929126653,0.032442497296834,ppo,0.0570379678050893,7.448249646663665,0.1161115177027616,discrete_mlp_ppo,0.1795455412486928,0.2468314690193962,0.3540902162048904,0.1305436758846044,0.0623791421904707,0.0,0.1564053707366657,1.1579129005109328,1.981826324440041
delayed_atline_seed_0,delayed_atline,0.8762722458302975,5.537882024300099,1.1393000676691531,0.8973298582553864,4.993502046775818,0.6554680385291577,0.5829707051903009,0.0572353265513224,64.0,0.3584072548270225,0.1861042929126653,0.0324373776838818,ppo,0.0652047486787338,7.448144060707092,0.116153569098092,discrete_mlp_ppo,0.1792634721386229,0.2471929755599436,0.3607662927525147,0.1317992204193026,0.0632777229772069,0.0,0.0911127039699022,1.0242848038482106,1.983986166551506
delayed_atline_seed_4,delayed_atline,0.8573015548527241,5.49272757434845,1.086955959481001,0.8975059335231781,4.491731106495857,0.4037240330293775,0.5942920858681202,0.0176867540135075,64.0,0.3584072548270225,0.1861042929126653,0.0324031920909151,ppo,0.0368353056563794,7.449172906970978,0.1158920663154937,discrete_mlp_ppo,0.1718527060591549,0.2384502734681195,0.3308677389404894,0.1254215475145727,0.0588563961413843,0.0,0.3554438087873586,1.1858858942158637,1.884367755464307
delayed_atline_seed_3,delayed_atline,0.8494023198127747,5.262867231428623,1.084485792249441,0.8976806847214699,6.01374428884983,0.4116280259504914,0.5804905649125576,0.0301071066789525,64.0,0.3584072548270225,0.1861042929126653,0.032409188185141,ppo,0.0535954368720615,7.449639062690735,0.1148101073771502,discrete_mlp_ppo,0.1756366291794019,0.2467892951314151,0.3506036466864818,0.1249855100404471,0.0607211404946028,0.0,0.3314237974801971,1.402408606615679,1.9746601468678864
noisy_missing_seed_2,noisy_missing,0.8391453043818474,5.876574183535576,1.054479845112562,0.8995540947198868,1.110581974041462,0.3738719720691442,0.5818766429305077,0.0113409820601627,64.0,0.3578052689179778,0.1902307070618351,0.032443103593603,ppo,0.0317309528500848,7.45008158159256,0.1150505180601905,discrete_mlp_ppo,0.1656743328319367,0.2309852050106875,0.3150545419458322,0.1189709996335208,0.0561932706577431,0.0,0.1210504938188808,0.3336813208386717,1.709494532546973
noisy_missing_seed_1,noisy_missing,0.8337669606745243,5.83690952501297,1.045831345498562,0.8996280380368232,1.103871963059902,0.3475759639263153,0.5788038864284754,0.0097265387242811,64.0,0.3578052689179778,0.1902307070618351,0.0324353336032205,ppo,0.026039807417703,7.450398910140991,0.1148729183166792,discrete_mlp_ppo,0.1630707863970406,0.2286256377348164,0.3107461833667401,0.1178760033905506,0.0555411008019841,0.0,0.0885357170272773,0.3818173244067082,1.6993111530210574
noisy_missing_seed_3,noisy_missing,0.8462965662062168,5.713985678195954,1.0577414430737495,0.8994398171782494,2.3385114422559736,0.2857600061684847,0.5931595118403434,0.0018612685947176,64.0,0.3578052689179778,0.1902307070618351,0.0324464927778979,ppo,0.0085791946482214,7.449684472465515,0.1139887163403888,discrete_mlp_ppo,0.1638116764067065,0.2284108623065107,0.3048809725428852,0.1194254287824034,0.0553437258075299,0.0,0.1385967710728266,1.4331052035725385,1.827832799641414
noisy_missing_seed_4,noisy_missing,0.8474526480019092,5.621449973273277,1.0657840824484826,0.8994329798102378,3.0518932388067244,0.3571279667556286,0.5872613606601953,0.012010657739179,64.0,0.3578052689179778,0.1902307070618351,0.0324433689727353,ppo,0.0325795205399799,7.44970964794159,0.1145658227123717,discrete_mlp_ppo,0.1637487779530771,0.2287745825698839,0.3109948469792576,0.1203438853513449,0.0560767105753902,0.0,0.1150770311752391,1.6504795096325813,1.87064902988151
noisy_missing_seed_0,noisy_missing,0.8502905870914459,5.6100952096700665,1.066549152123928,0.8993840112686157,3.2201607487797737,0.3224279666483402,0.5934298830866813,0.0063265302345308,64.0,0.3578052689179778,0.1902307070618351,0.0324506609051274,ppo,0.0185955304963123,7.449467048931122,0.1146638480086519,discrete_mlp_ppo,0.1652534647284671,0.2306307081537572,0.3115428726388429,0.120499696104601,0.0561795290420339,0.0,0.0861635021678814,1.376607940691419,1.857468254881174
oracle_seed_4,oracle,0.834604531943798,5.822590488409996,1.043749010515213,0.8978045880675316,1.230191793203354,0.2743519713774323,0.5880735864549875,0.0005917340611214,64.0,0.3584072548270225,0.1861042929126653,0.032425063659183,ppo,0.0037432570080522,7.450479057407379,0.1160242548867201,discrete_mlp_ppo,0.1622809408058947,0.2240308861847685,0.2996211617320636,0.1201159257341176,0.0552908882523821,0.0,0.0940703285513556,0.300628976807472,1.7031443960143569
oracle_seed_1,oracle,0.8144217892050744,5.6817549633026125,1.0152201637983322,0.8980885640144348,1.1825077617406845,0.4230919977530837,0.5728385842144489,0.0001365202346207,64.0,0.3584072548270225,0.1861042929126653,0.0324510921719217,ppo,0.0010216913098871,7.451919920253753,0.1161362854037031,discrete_mlp_ppo,0.1558868731182105,0.2155355683424993,0.286465489010735,0.1166275356989353,0.05379309774204,0.0,0.2142010883720124,0.4237803619266658,1.6457120799138325
oracle_seed_0,oracle,0.7970290479540825,5.658479224133491,0.9914109646201134,0.8983573085069656,0.5260279798805714,0.2506799799457192,0.559955660316348,0.0002459866381361,64.0,0.3584072548270225,0.1861042929126653,0.0323787649264144,ppo,0.0020883861660581,7.452702125835419,0.116361611037142,discrete_mlp_ppo,0.1551769565963016,0.2164743023761478,0.2861593590536823,0.1133589603550732,0.0522370402637144,0.0,0.1013942354686121,0.1642504665594073,1.5818265406972292
oracle_seed_3,oracle,0.8084176446378231,5.62766849462986,1.006697132128477,0.898189106798172,1.2914077182888986,0.1216640025764703,0.5685406004518271,0.0,64.0,0.3584072548270225,0.1861042929126653,0.0323709709874024,ppo,0.0,7.4519663763999935,0.1163126897193866,discrete_mlp_ppo,0.1546469092724633,0.2154673810687927,0.2848593895794574,0.1152290227442979,0.0523311592873933,0.0,0.1395478650335262,0.358503916645354,1.6332038707499252
oracle_seed_2,oracle,0.7926675898253918,5.618583855700493,0.9848609404027462,0.8984237982392311,0.6264959840416908,0.1681520020321011,0.5566514057427645,0.0,64.0,0.3584072548270225,0.1861042929126653,0.0323678808268895,ppo,0.0,7.452940753650665,0.1159000635750161,discrete_mlp_ppo,0.1523794360880768,0.2133574838326241,0.2806402028435122,0.1124851274654269,0.0514320538899402,0.0,0.165371263694127,0.1274275078598342,1.560999649974719
